,TARGET,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,REG_ADDRESS_PROVINCE,FACT_ADDRESS_PROVINCE,FL_PRESENCE_FL,OWN_AUTO,FAMILY_INCOME,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
9624,0,38,1,Среднее,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,15000.0,3,3
9625,0,37,1,Среднее специальное,Состою в браке,2,2,1,0,Иркутская область,Иркутская область,1,0,от 10000 до 20000 руб.,5000.0,3,3
9626,0,27,0,Среднее,Состою в браке,1,1,1,0,Карелия,Карелия,0,0,от 10000 до 20000 руб.,10300.0,2,2
9627,0,39,1,Среднее,Состою в браке,2,2,1,0,Приморский край,Приморский край,1,0,от 20000 до 50000 руб.,10000.0,5,5
9628,0,36,0,Среднее специальное,Состою в браке,0,0,1,0,Карелия,Карелия,0,0,от 10000 до 20000 руб.,15000.0,3,3
9629,0,51,0,Среднее,Состою в браке,0,0,1,0,Ставропольский край,Ставропольский край,0,0,от 10000 до 20000 руб.,6500.0,3,3
9630,0,32,1,Неоконченное высшее,Разведен(а),1,1,1,0,Омская область,Омская область,1,0,от 5000 до 10000 руб.,10000.0,2,2
9631,0,49,1,Среднее специальное,Состою в браке,2,1,1,0,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,6000.0,2,2
9632,0,30,1,Высшее,Состою в браке,1,1,1,0,Калининградская область,Калининградская область,1,0,от 10000 до 20000 руб.,10000.0,3,3
9633,0,41,1,Среднее,Не состоял в браке,2,2,1,0,Бурятия,Бурятия,1,0,от 10000 до 20000 руб.,18000.0,3,3
9634,0,34,1,Среднее,Состою в браке,0,0,1,0,Тюменская область,Тюменская область,0,0,от 10000 до 20000 руб.,8000.0,2,2
9635,0,40,0,Среднее,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,1,0,от 10000 до 20000 руб.,12000.0,2,2
9636,0,39,1,Среднее,Разведен(а),1,1,1,0,Вологодская область,Вологодская область,0,0,от 5000 до 10000 руб.,5000.0,2,2
9637,0,56,1,Среднее,Состою в браке,0,0,1,0,Адыгея,Адыгея,0,0,от 10000 до 20000 руб.,10000.0,2,2
9638,0,53,1,Среднее,Состою в браке,2,0,1,0,Псковская область,Псковская область,1,0,от 10000 до 20000 руб.,8000.0,3,3
9639,1,45,0,Среднее,Состою в браке,3,2,1,0,Костромская область,Костромская область,0,0,от 10000 до 20000 руб.,18000.0,3,3
9640,0,48,1,Среднее,Вдовец/Вдова,0,0,1,0,Карачаево-Черкесия,Карачаево-Черкесия,1,0,от 5000 до 10000 руб.,5000.0,2,2
9641,0,36,1,Среднее,Состою в браке,1,1,1,0,Вологодская область,Вологодская область,1,0,от 20000 до 50000 руб.,14000.0,2,2
9642,1,38,0,Среднее,Состою в браке,3,3,1,0,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,10000.0,2,2
9643,0,60,1,Среднее,Состою в браке,2,0,0,1,Костромская область,Костромская область,1,0,от 10000 до 20000 руб.,4500.0,2,2
9644,0,47,1,Среднее специальное,Вдовец/Вдова,1,0,1,0,Тульская область,Тульская область,1,0,от 20000 до 50000 руб.,13000.0,2,2
9645,0,61,1,Среднее,Вдовец/Вдова,0,0,0,1,Оренбургская область,Оренбургская область,0,0,от 5000 до 10000 руб.,6000.0,2,2
9646,0,35,1,Среднее специальное,Состою в браке,3,3,1,0,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,15000.0,6,5
9647,0,29,1,Высшее,Не состоял в браке,0,0,1,0,Алтайский край,Алтайский край,0,0,от 5000 до 10000 руб.,12000.0,3,3
9648,0,40,1,Высшее,Разведен(а),2,1,1,0,Новгородская область,Новгородская область,0,0,от 5000 до 10000 руб.,13000.0,4,4
9649,0,35,1,Среднее,Состою в браке,1,1,1,0,Белгородская область,Белгородская область,0,0,от 20000 до 50000 руб.,15000.0,4,4
9650,0,25,1,Неоконченное высшее,Состою в браке,1,1,1,0,Астраханская область,Астраханская область,0,0,от 10000 до 20000 руб.,6000.0,3,3
9651,0,51,1,Среднее,Не состоял в браке,0,0,1,0,Курская область,Курская область,1,0,от 10000 до 20000 руб.,7500.0,2,2
9652,0,28,0,Среднее,Состою в браке,1,1,1,0,Ярославская область,Ярославская область,0,0,от 10000 до 20000 руб.,10000.0,2,2
9653,0,50,1,Среднее,Состою в браке,2,2,1,0,Коми,Коми,1,0,от 20000 до 50000 руб.,5000.0,3,3
9654,0,29,1,Среднее специальное,Разведен(а),1,1,1,0,Томская область,Томская область,0,0,от 10000 до 20000 руб.,15000.0,2,2
9655,0,48,1,Среднее,Состою в браке,2,1,1,0,Челябинская область,Челябинская область,1,0,от 5000 до 10000 руб.,6000.0,3,2
9656,0,31,0,Среднее,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,15000.0,3,3
9657,0,32,1,Среднее специальное,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,10000.0,3,3
9658,0,63,1,Среднее,Состою в браке,1,0,0,1,Мордовская республика,Мордовская республика,1,0,от 5000 до 10000 руб.,5300.0,2,2
9659,0,31,0,Высшее,Состою в браке,0,0,1,0,Смоленская область,Смоленская область,0,0,от 10000 до 20000 руб.,12000.0,2,2
9660,0,26,0,Высшее,Состою в браке,1,1,1,0,Орловская область,Орловская область,1,1,от 10000 до 20000 руб.,11000.0,2,2
9661,0,39,1,Среднее,Состою в браке,1,1,1,0,Пензенская область,Пензенская область,1,0,от 20000 до 50000 руб.,6000.0,2,2
9662,0,33,1,Среднее,Состою в браке,2,2,1,0,Челябинская область,Челябинская область,1,1,от 10000 до 20000 руб.,6000.0,2,2
9663,0,31,1,Среднее,Состою в браке,2,2,1,0,Саратовская область,Саратовская область,0,1,от 10000 до 20000 руб.,6000.0,2,2
9664,0,50,0,Среднее,Не состоял в браке,0,0,1,0,Адыгея,Адыгея,0,0,от 10000 до 20000 руб.,6000.0,3,3
9665,0,36,0,Высшее,Состою в браке,1,1,1,0,Читинская область,Читинская область,1,1,от 20000 до 50000 руб.,16000.0,4,4
9666,0,27,1,Среднее,Не состоял в браке,1,1,1,0,Ростовская область,Ростовская область,0,0,от 20000 до 50000 руб.,10000.0,2,2
9667,0,31,0,Среднее,Состою в браке,1,1,1,0,Смоленская область,Смоленская область,1,0,от 10000 до 20000 руб.,12000.0,1,1
9668,0,23,1,Высшее,Состою в браке,0,0,1,0,Приморский край,Приморский край,0,0,от 5000 до 10000 руб.,15000.0,1,1
9669,0,22,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Липецкая область,Липецкая область,0,0,от 20000 до 50000 руб.,15000.0,1,1
9670,0,55,0,Среднее,Состою в браке,0,0,1,0,Адыгея,Адыгея,0,1,от 5000 до 10000 руб.,5500.0,3,2
9671,0,44,1,Среднее,Состою в браке,1,1,1,0,Тульская область,Тульская область,1,0,от 10000 до 20000 руб.,9000.0,2,2
9672,1,22,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Липецкая область,Липецкая область,1,0,от 20000 до 50000 руб.,15000.0,1,1
9673,0,57,1,Среднее,Не состоял в браке,0,1,1,0,Камчатская область,Камчатская область,0,0,от 10000 до 20000 руб.,20000.0,5,5
9674,0,26,1,Среднее специальное,Не состоял в браке,0,0,1,0,Костромская область,Костромская область,1,0,от 10000 до 20000 руб.,15000.0,1,1
9675,0,30,1,Высшее,Не состоял в браке,0,0,1,0,Адыгея,Адыгея,0,0,от 10000 до 20000 руб.,15000.0,1,1
9676,0,31,1,Среднее,Состою в браке,2,2,1,0,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,9000.0,3,3
9677,0,24,1,Высшее,Состою в браке,0,0,1,0,Кемеровская область,Томская область,0,0,от 20000 до 50000 руб.,15000.0,1,1
9678,0,41,1,Среднее,Состою в браке,1,0,1,0,Ивановская область,Ивановская область,1,0,от 10000 до 20000 руб.,12000.0,4,4
9679,0,27,0,Среднее,Состою в браке,1,1,1,0,Калининградская область,Калининградская область,1,0,от 20000 до 50000 руб.,15000.0,2,2
9680,0,49,1,Среднее,Не состоял в браке,1,0,0,1,Кемеровская область,Кемеровская область,1,0,от 5000 до 10000 руб.,6000.0,2,2
9681,0,36,0,Среднее,Состою в браке,1,1,1,0,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,16000.0,4,4
9682,0,22,1,Высшее,Не состоял в браке,0,0,1,0,Ханты-Мансийский АО,Ханты-Мансийский АО,0,0,от 20000 до 50000 руб.,20000.0,1,1
9683,0,26,1,Среднее специальное,Состою в браке,1,1,1,0,Смоленская область,Смоленская область,0,0,от 20000 до 50000 руб.,16000.0,1,1
9684,0,39,1,Среднее,Не состоял в браке,1,0,1,0,Ленинградская область,Ленинградская область,1,0,от 5000 до 10000 руб.,10000.0,3,3
9685,0,43,1,Высшее,Состою в браке,2,1,1,0,Калужская область,Калужская область,1,0,от 20000 до 50000 руб.,12000.0,3,3
9686,0,23,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Новосибирская область,Новосибирская область,0,0,от 10000 до 20000 руб.,15000.0,1,1
9687,0,60,0,Высшее,Состою в браке,0,0,1,0,Тульская область,Тульская область,1,0,от 20000 до 50000 руб.,17000.0,2,2
9688,0,52,1,Среднее,Разведен(а),5,0,1,1,Кемеровская область,Кемеровская область,0,0,от 5000 до 10000 руб.,5000.0,2,2
9689,0,58,1,Среднее,Состою в браке,2,0,1,1,Рязанская область,Рязанская область,0,0,от 10000 до 20000 руб.,12000.0,2,2
9690,0,23,1,Среднее специальное,Не состоял в браке,1,1,1,0,Читинская область,Читинская область,0,0,от 10000 до 20000 руб.,16000.0,1,1
9691,0,52,1,Среднее,Состою в браке,0,0,1,0,Амурская область,Амурская область,0,0,от 10000 до 20000 руб.,13000.0,2,2
9692,0,31,1,Среднее,Не состоял в браке,1,1,1,0,Краснодарский край,Краснодарский край,1,0,от 5000 до 10000 руб.,6000.0,2,2
9693,0,46,1,Высшее,Разведен(а),1,1,1,0,Челябинская область,Челябинская область,1,0,от 10000 до 20000 руб.,20000.0,1,1
9694,1,25,1,Высшее,Состою в браке,1,1,1,0,Новосибирская область,Новосибирская область,0,0,от 20000 до 50000 руб.,16000.0,1,1
9695,1,23,1,Среднее,Не состоял в браке,0,0,1,0,Удмуртия,Удмуртия,0,0,от 10000 до 20000 руб.,13000.0,1,1
9696,0,37,0,Среднее специальное,Разведен(а),0,0,1,0,Вологодская область,Вологодская область,1,0,от 10000 до 20000 руб.,19000.0,1,1
9697,0,44,1,Высшее,Состою в браке,1,1,1,0,Карелия,Карелия,1,0,от 20000 до 50000 руб.,15000.0,2,2
9698,0,52,1,Высшее,Состою в браке,2,0,1,0,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,10000.0,2,2
9699,0,53,1,Среднее,Не состоял в браке,2,2,1,0,Смоленская область,Смоленская область,1,0,от 10000 до 20000 руб.,6000.0,2,2
9700,0,25,1,Среднее специальное,Не состоял в браке,0,0,1,0,Волгоградская область,Волгоградская область,0,0,от 20000 до 50000 руб.,15000.0,1,1
9701,0,42,0,Высшее,Состою в браке,1,0,1,0,Новосибирская область,Новосибирская область,0,0,от 10000 до 20000 руб.,10000.0,2,2
9702,0,40,1,Высшее,Вдовец/Вдова,1,1,1,0,Нижегородская область,Нижегородская область,1,0,от 10000 до 20000 руб.,8000.0,3,3
9703,0,36,0,Среднее,Разведен(а),2,2,1,0,Мурманская область,Мурманская область,0,0,от 20000 до 50000 руб.,23000.0,3,3
9704,0,43,1,Среднее,Состою в браке,2,2,1,0,Ставропольский край,Ставропольский край,0,0,от 10000 до 20000 руб.,10000.0,2,2
9705,0,56,1,Среднее,Не состоял в браке,1,0,1,0,Омская область,Омская область,0,0,от 10000 до 20000 руб.,9000.0,2,2
9706,1,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,Карелия,Карелия,1,1,от 10000 до 20000 руб.,16000.0,1,1
9707,0,30,1,Среднее,Состою в браке,1,1,1,0,Ярославская область,Ярославская область,1,0,от 20000 до 50000 руб.,10000.0,2,2
9708,0,57,1,Высшее,Состою в браке,0,0,1,1,Тверская область,Тверская область,0,0,от 20000 до 50000 руб.,25000.0,4,3
9709,0,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,Тверская область,Тверская область,0,0,от 20000 до 50000 руб.,50000.0,1,1
9710,0,46,1,Среднее,Состою в браке,1,1,1,0,Брянская область,Брянская область,0,0,от 10000 до 20000 руб.,4300.0,2,2
9711,0,60,1,Среднее специальное,Не состоял в браке,0,0,1,0,Краснодарский край,Краснодарский край,1,0,от 10000 до 20000 руб.,11000.0,2,2
9712,1,23,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Свердловская область,Свердловская область,0,0,свыше 50000 руб.,22000.0,1,1
9713,0,37,0,Среднее,Состою в браке,2,2,1,0,Тамбовская область,Тамбовская область,1,0,от 5000 до 10000 руб.,8000.0,3,3
9714,0,57,1,Среднее,Состою в браке,0,0,0,1,Тульская область,Тульская область,0,0,от 10000 до 20000 руб.,8000.0,2,2
9715,0,32,1,Среднее,Состою в браке,1,1,1,0,Костромская область,Костромская область,1,0,от 10000 до 20000 руб.,11000.0,2,2
9716,0,33,0,Среднее,Состою в браке,2,2,1,0,Кемеровская область,Кемеровская область,0,0,от 20000 до 50000 руб.,25000.0,11,11
9717,1,34,0,Среднее,Состою в браке,2,2,1,0,Приморский край,Приморский край,1,0,от 10000 до 20000 руб.,16000.0,2,2
9718,0,53,1,Среднее,Состою в браке,2,1,1,0,Мордовская республика,Мордовская республика,0,0,от 5000 до 10000 руб.,4000.0,3,3
9719,0,40,1,Высшее,Состою в браке,2,2,1,0,Мордовская республика,Мордовская республика,0,1,от 10000 до 20000 руб.,10000.0,2,2
9720,1,38,1,Среднее,Состою в браке,3,2,1,0,Саратовская область,Саратовская область,0,0,от 20000 до 50000 руб.,10000.0,4,4
9721,0,23,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Самарская область,Самарская область,0,0,от 10000 до 20000 руб.,18000.0,1,1
9722,0,53,0,Среднее,Состою в браке,1,0,1,0,Рязанская область,Рязанская область,0,0,от 10000 до 20000 руб.,7000.0,2,2
9723,1,29,0,Среднее,Состою в браке,1,1,1,0,Мурманская область,Мурманская область,0,0,от 20000 до 50000 руб.,23000.0,5,5
9724,0,45,1,Среднее,Состою в браке,2,1,1,0,Мурманская область,Мурманская область,1,1,от 20000 до 50000 руб.,9000.0,3,3
9725,0,39,0,Среднее,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,10000.0,2,2
9726,0,36,1,Среднее,Состою в браке,0,0,1,0,Ярославская область,Ярославская область,1,1,от 10000 до 20000 руб.,7200.0,3,3
9727,0,32,0,Неоконченное высшее,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,15000.0,3,3
9728,0,34,1,Среднее,Состою в браке,1,1,1,0,Владимирская область,Владимирская область,0,0,от 10000 до 20000 руб.,7000.0,3,3
9729,1,31,1,Высшее,Состою в браке,1,1,1,0,Липецкая область,Липецкая область,0,0,от 20000 до 50000 руб.,10000.0,4,4
9730,0,39,0,Среднее,Состою в браке,1,1,1,0,Курганская область,Курганская область,0,0,от 10000 до 20000 руб.,12000.0,2,2
9731,0,45,1,Среднее,Вдовец/Вдова,1,0,1,0,Вологодская область,Вологодская область,0,0,от 10000 до 20000 руб.,10000.0,2,2
9732,0,30,1,Среднее,Не состоял в браке,1,1,1,0,Ленинградская область,Ленинградская область,1,0,от 10000 до 20000 руб.,5300.0,3,3
9733,0,29,0,Неоконченное высшее,Не состоял в браке,0,0,1,0,Читинская область,Читинская область,0,0,от 20000 до 50000 руб.,27000.0,2,2
9734,0,26,0,Среднее,Состою в браке,1,1,1,0,Пензенская область,Пензенская область,1,0,от 10000 до 20000 руб.,9000.0,2,2
9735,0,31,1,Среднее,Разведен(а),1,1,1,0,Тульская область,Тульская область,0,0,от 5000 до 10000 руб.,7000.0,3,3
9736,0,31,0,Среднее,Состою в браке,1,1,1,0,Липецкая область,Липецкая область,0,0,от 5000 до 10000 руб.,8000.0,2,2
9737,0,34,1,Среднее,Состою в браке,2,2,1,0,Оренбургская область,Оренбургская область,0,0,от 10000 до 20000 руб.,6400.0,2,2
9738,0,33,1,Среднее,Состою в браке,1,1,1,0,Курганская область,Курганская область,0,0,от 20000 до 50000 руб.,12000.0,2,2
9739,0,61,1,Среднее,Состою в браке,1,0,0,1,Липецкая область,Липецкая область,1,0,от 10000 до 20000 руб.,6000.0,2,2
9740,0,53,1,Высшее,Состою в браке,2,1,1,0,Кемеровская область,Кемеровская область,1,0,от 20000 до 50000 руб.,20000.0,4,4
9741,0,63,1,Среднее,Не состоял в браке,2,0,0,1,Тверская область,Тверская область,1,1,от 5000 до 10000 руб.,6000.0,3,3
9742,1,46,1,Среднее специальное,Не состоял в браке,2,1,1,0,Омская область,Омская область,0,0,от 10000 до 20000 руб.,6000.0,1,1
9743,0,55,1,Среднее,Состою в браке,0,0,0,1,Карелия,Карелия,1,0,от 20000 до 50000 руб.,8000.0,2,2
9744,0,26,1,Среднее,Не состоял в браке,0,0,1,0,Новгородская область,Новгородская область,0,1,от 20000 до 50000 руб.,11000.0,2,2
9745,0,30,0,Высшее,Не состоял в браке,0,0,1,0,Кировская область,Кировская область,1,0,от 5000 до 10000 руб.,10000.0,2,2
9746,0,33,1,Среднее,Состою в браке,1,1,1,0,Смоленская область,Смоленская область,1,0,от 10000 до 20000 руб.,10300.0,2,2
9747,0,33,1,Среднее,Разведен(а),1,1,1,0,Белгородская область,Белгородская область,0,0,от 5000 до 10000 руб.,12000.0,2,2
9748,0,37,1,Высшее,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,8000.0,2,2
9749,0,29,1,Среднее,Состою в браке,1,1,1,0,Вологодская область,Вологодская область,0,0,от 10000 до 20000 руб.,9000.0,3,3
9750,0,57,1,Среднее специальное,Разведен(а),2,0,1,0,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,14000.0,2,2
9751,0,35,1,Среднее,Не состоял в браке,1,1,1,0,Коми,Коми,1,0,от 10000 до 20000 руб.,14000.0,2,2
9752,0,39,1,Среднее,Не состоял в браке,1,1,1,0,Алтайский край,Алтайский край,0,0,от 5000 до 10000 руб.,9000.0,2,2
9753,1,28,1,Неоконченное высшее,Разведен(а),1,1,1,0,Красноярский край,Красноярский край,1,1,от 20000 до 50000 руб.,17000.0,4,4
9754,0,50,1,Среднее,Состою в браке,2,0,1,0,Адыгея,Адыгея,0,1,от 10000 до 20000 руб.,10000.0,4,4
9755,0,47,0,Среднее,Состою в браке,1,1,1,0,Ярославская область,Ярославская область,1,1,от 10000 до 20000 руб.,10000.0,3,3
9756,0,63,0,Среднее,Состою в браке,4,0,0,1,Чувашия,Чувашия,0,0,от 10000 до 20000 руб.,6000.0,2,2
9757,0,65,1,Среднее,Состою в браке,0,0,1,0,Калининградская область,Калининградская область,1,0,от 20000 до 50000 руб.,17000.0,6,6
9758,0,37,0,Высшее,Разведен(а),1,1,1,0,Воронежская область,Воронежская область,1,1,от 5000 до 10000 руб.,10000.0,2,2
9759,0,57,1,Высшее,Не состоял в браке,0,0,1,1,Приморский край,Приморский край,0,0,от 10000 до 20000 руб.,13000.0,2,2
9760,1,41,1,Среднее,Состою в браке,1,1,1,0,Иркутская область,Иркутская область,0,1,от 20000 до 50000 руб.,12000.0,3,3
9761,0,37,1,Высшее,Состою в браке,1,1,1,0,Астраханская область,Астраханская область,0,0,от 10000 до 20000 руб.,7800.0,2,2
9762,1,29,1,Среднее,Не состоял в браке,1,1,1,0,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,15500.0,4,4
9763,0,27,1,Среднее,Состою в браке,2,2,1,0,Кемеровская область,Кемеровская область,0,0,от 20000 до 50000 руб.,10000.0,3,3
9764,0,35,1,Среднее,Состою в браке,2,2,1,0,Ярославская область,Ярославская область,1,0,от 10000 до 20000 руб.,9000.0,4,4
9765,0,29,1,Среднее,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,1,0,от 20000 до 50000 руб.,11000.0,3,3
9766,0,30,0,Высшее,Не состоял в браке,0,0,1,0,Калининградская область,Калининградская область,0,0,от 10000 до 20000 руб.,15000.0,4,4
9767,0,64,1,Неполное среднее,Вдовец/Вдова,0,0,1,1,Костромская область,Костромская область,1,0,от 5000 до 10000 руб.,5000.0,3,3
9768,0,47,1,Среднее,Состою в браке,1,1,1,0,Тверская область,Тверская область,1,0,от 10000 до 20000 руб.,6000.0,3,3
9769,0,41,1,Среднее,Разведен(а),2,2,1,0,Свердловская область,Свердловская область,1,0,от 10000 до 20000 руб.,9000.0,2,2
9770,0,48,0,Среднее,Состою в браке,2,1,1,0,Саратовская область,Саратовская область,1,1,от 10000 до 20000 руб.,7000.0,2,2
9771,0,38,1,Среднее,Не состоял в браке,1,1,1,0,Иркутская область,Иркутская область,0,0,от 20000 до 50000 руб.,15000.0,2,2
9772,0,30,1,Среднее,Не состоял в браке,1,1,1,0,Вологодская область,Вологодская область,1,0,от 5000 до 10000 руб.,9000.0,2,2
9773,0,26,0,Среднее,Не состоял в браке,0,0,1,0,Ростовская область,Ростовская область,0,1,от 5000 до 10000 руб.,10000.0,2,2
9774,0,64,1,Среднее,Состою в браке,1,0,1,1,Мурманская область,Мурманская область,1,0,от 20000 до 50000 руб.,15500.0,3,3
9775,0,54,1,Среднее,Состою в браке,2,0,1,0,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,12000.0,3,3
9776,0,44,0,Высшее,Состою в браке,2,2,1,0,Саратовская область,Саратовская область,1,0,от 10000 до 20000 руб.,17000.0,3,3
9777,0,39,1,Среднее,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,7000.0,2,2
9778,0,55,1,Высшее,Вдовец/Вдова,0,0,1,0,Орловская область,Орловская область,1,0,от 5000 до 10000 руб.,10000.0,2,2
9779,0,34,1,Среднее,Состою в браке,2,2,1,0,Мурманская область,Мурманская область,0,0,от 20000 до 50000 руб.,8000.0,3,3
9780,0,41,1,Среднее,Вдовец/Вдова,1,1,1,0,Читинская область,Читинская область,0,1,от 5000 до 10000 руб.,6500.0,2,2
9781,0,35,0,Среднее,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,1,1,от 10000 до 20000 руб.,7000.0,2,2
9782,0,57,1,Неполное среднее,Состою в браке,2,0,0,1,Курганская область,Курганская область,0,0,от 5000 до 10000 руб.,3000.0,2,2
9783,0,46,1,Среднее,Состою в браке,2,0,1,0,Кабардино-Балкария,Кабардино-Балкария,0,0,от 10000 до 20000 руб.,6500.0,2,2
9784,0,34,0,Среднее специальное,Состою в браке,1,0,1,0,Сахалинская область,Сахалинская область,0,0,от 20000 до 50000 руб.,25000.0,2,2
9785,0,40,1,Среднее,Состою в браке,0,0,1,0,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,12000.0,2,2
9786,0,50,1,Среднее,Разведен(а),0,0,1,0,Рязанская область,Рязанская область,0,0,от 10000 до 20000 руб.,8000.0,2,2
9787,0,27,1,Среднее специальное,Разведен(а),1,1,1,0,Смоленская область,Смоленская область,0,0,от 10000 до 20000 руб.,8000.0,2,2
9788,1,62,1,Среднее специальное,Состою в браке,2,0,1,1,Саратовская область,Саратовская область,0,0,от 10000 до 20000 руб.,12000.0,2,2
9789,0,41,0,Среднее,Состою в браке,0,0,1,0,Кировская область,Кировская область,1,0,от 10000 до 20000 руб.,8000.0,2,2
9790,0,30,1,Среднее,Состою в браке,1,1,1,0,Рязанская область,Рязанская область,0,0,от 10000 до 20000 руб.,9000.0,3,3
9791,0,47,1,Среднее,Состою в браке,2,0,1,0,Алтайский край,Алтайский край,0,0,от 5000 до 10000 руб.,5000.0,2,2
9792,0,59,1,Среднее,Состою в браке,0,0,1,1,Хабаровский край,Хабаровский край,1,0,от 20000 до 50000 руб.,17000.0,2,2
9793,0,48,1,Среднее,Состою в браке,3,0,1,0,Белгородская область,Белгородская область,0,0,от 10000 до 20000 руб.,5000.0,2,2
9794,0,63,1,Среднее,Не состоял в браке,0,0,1,1,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,13000.0,3,3
9795,0,42,0,Высшее,Состою в браке,2,2,1,0,Иркутская область,Иркутская область,1,1,от 20000 до 50000 руб.,20000.0,2,2
9796,0,42,1,Среднее,Состою в браке,1,0,1,0,Краснодарский край,Краснодарский край,0,0,от 20000 до 50000 руб.,12000.0,2,2
9797,0,27,0,Среднее,Состою в браке,3,3,1,0,Марийская республика,Марийская республика,0,0,от 10000 до 20000 руб.,8000.0,2,2
9798,0,34,0,Высшее,Состою в браке,1,1,1,0,Мордовская республика,Мордовская республика,0,0,от 20000 до 50000 руб.,12000.0,2,2
9799,0,32,1,Среднее,Состою в браке,1,1,1,0,Владимирская область,Владимирская область,0,0,от 10000 до 20000 руб.,12000.0,3,3
9800,0,52,1,Среднее специальное,Состою в браке,3,1,1,0,Коми,Коми,1,0,от 20000 до 50000 руб.,15000.0,2,2
9801,0,43,0,Среднее,Разведен(а),1,1,1,0,Иркутская область,Иркутская область,0,0,от 10000 до 20000 руб.,20000.0,2,2
9802,0,60,1,Среднее,Состою в браке,1,1,1,0,Калининградская область,Калининградская область,1,0,от 20000 до 50000 руб.,20000.0,2,2
9803,0,40,1,Среднее,Разведен(а),2,2,1,0,Башкирия,Башкирия,1,0,от 10000 до 20000 руб.,7000.0,3,3
9804,0,64,1,Среднее,Не состоял в браке,0,0,1,1,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,16000.0,4,4
9805,0,60,0,Среднее,Состою в браке,2,0,0,1,Нижегородская область,Нижегородская область,1,0,от 10000 до 20000 руб.,8000.0,1,1
9806,0,39,0,Неоконченное высшее,Не состоял в браке,1,1,1,0,Кемеровская область,Кемеровская область,0,0,от 20000 до 50000 руб.,18000.0,4,4
9807,0,56,1,Высшее,Состою в браке,3,1,1,0,Новосибирская область,Новосибирская область,0,0,от 10000 до 20000 руб.,15000.0,2,2
9808,0,62,1,Среднее специальное,Разведен(а),2,0,0,1,Ивановская область,Ивановская область,1,0,от 5000 до 10000 руб.,7900.0,2,2
9809,0,43,1,Среднее,Разведен(а),3,1,1,0,Чувашия,Чувашия,0,0,от 10000 до 20000 руб.,10000.0,2,2
9810,0,26,1,Среднее,Состою в браке,1,1,1,0,Владимирская область,Владимирская область,1,0,от 20000 до 50000 руб.,12000.0,2,2
9811,0,40,1,Среднее,Состою в браке,2,2,1,0,Кемеровская область,Кемеровская область,1,0,от 20000 до 50000 руб.,8000.0,3,3
9812,0,37,0,Среднее,Состою в браке,0,0,1,0,Краснодарский край,Краснодарский край,0,1,от 20000 до 50000 руб.,15000.0,3,3
9813,0,30,0,Среднее,Состою в браке,0,0,1,0,Кировская область,Кировская область,1,1,от 20000 до 50000 руб.,22000.0,4,4
9814,0,33,1,Высшее,Состою в браке,1,1,1,0,Челябинская область,Челябинская область,0,0,от 20000 до 50000 руб.,20000.0,3,3
9815,0,50,0,Высшее,Не состоял в браке,1,0,1,0,Костромская область,Костромская область,1,0,от 10000 до 20000 руб.,12000.0,2,2
9816,0,29,1,Высшее,Состою в браке,1,1,1,0,Алтайский край,Алтайский край,0,0,от 10000 до 20000 руб.,7000.0,2,2
9817,0,37,0,Среднее,Разведен(а),1,1,1,0,Калининградская область,Калининградская область,1,0,от 20000 до 50000 руб.,15000.0,2,2
